time,x-acceleration,y-acceleration,z-acceleration,output
6.38,0.128,-0.119,0.149,piano
6.4,-0.039,-0.198,0.456,piano
6.42,-0.063,-0.234,0.451,piano
6.44,-0.101,-0.047,0.17,piano
6.46,1.04,0.663,0.706,piano
6.48,0.845,1.739,2,piano
6.5,-0.744,0.36,2,piano
6.52,-0.042,-0.488,1.092,piano
6.54,0.216,-0.195,0.095,piano
6.56,0.406,0.16,0.206,piano
6.58,0.628,0.277,0.555,piano
6.6,0.579,0.213,0.864,piano
6.62,0.303,0.139,1.073,piano
6.64,0.081,0.084,1.129,piano
6.66,0.113,0.102,1.06,piano
6.68,0.367,0.116,0.951,piano
6.7,0.476,0.121,0.849,piano
6.72,0.47,0.138,0.839,piano
6.74,0.396,0.135,0.859,piano
6.76,0.326,0.115,0.889,piano
6.78,0.268,0.119,0.923,piano
6.8,0.258,0.129,0.947,piano
6.82,0.271,0.13,0.97,piano
6.84,0.262,0.097,0.992,piano
6.86,0.243,0.068,1.013,piano
6.88,0.304,0.05,1.062,piano
6.9,0.36,0.049,1.121,piano
6.92,0.446,0.037,1.21,piano
6.94,0.483,0.082,1.302,piano
6.96,0.412,0.143,1.301,piano
6.98,0.521,0.201,1.163,piano
7,0.551,0.154,1.072,piano
7.02,0.392,0.096,1.072,piano
7.04,0.414,0.036,1.033,piano
7.06,0.54,-0.001,1.003,piano
7.08,0.54,-0.054,0.929,piano
7.1,0.458,-0.085,0.83,piano
7.12,0.408,-0.098,0.799,piano
7.14,0.401,-0.111,0.793,piano
7.16,0.397,-0.116,0.783,piano
7.18,0.369,-0.138,0.742,piano
7.2,0.379,-0.169,0.71,piano
7.22,0.355,-0.183,0.657,piano
7.24,0.337,-0.196,0.606,piano
7.26,0.344,-0.215,0.618,piano
7.28,0.32,-0.217,0.642,piano
7.3,0.26,-0.225,0.594,piano
7.32,0.272,-0.22,0.499,piano
7.34,0.261,-0.223,0.415,piano
7.36,0.237,-0.21,0.31,piano
7.38,0.225,-0.195,0.223,piano
7.4,0.107,-0.158,0.055,piano
7.42,-0.036,-0.131,-0.195,piano
7.44,-0.02,-0.161,-0.325,piano
7.46,0.028,-0.042,-0.276,piano
7.48,0.661,0.571,0.11,piano
7.5,1.063,1.901,1.988,piano
7.52,-0.362,0.124,2,piano
7.54,-0.504,-0.219,1.447,piano
7.56,0.802,-0.256,0.282,piano
7.58,0.509,0.025,0.344,piano
7.6,0.341,0.183,0.843,piano
7.62,0.32,0.155,1.09,piano
7.64,0.156,0.118,1.149,piano
7.66,0.114,0.118,1.087,piano
7.68,0.256,0.157,0.974,piano
7.7,0.445,0.162,0.829,piano
7.72,0.492,0.168,0.743,piano
7.74,0.429,0.173,0.837,piano
7.76,0.317,0.155,0.963,piano
7.78,0.273,0.143,0.976,piano
7.8,0.302,0.153,0.949,piano
7.82,0.307,0.164,0.889,piano
7.84,0.296,0.164,0.891,piano
7.86,0.264,0.137,0.923,piano
7.88,0.273,0.107,0.958,piano
7.9,0.267,0.08,0.976,piano
7.92,0.311,0.105,1.103,piano
7.94,0.347,0.128,1.217,piano
7.96,0.28,0.097,1.237,piano
7.98,0.244,0.101,1.204,piano
8,0.396,0.143,1.197,piano
8.02,0.423,0.191,1.122,piano
8.04,0.528,0.233,1.087,piano
8.06,0.495,0.196,0.956,piano
8.08,0.411,0.164,0.878,piano
8.1,0.48,0.157,0.968,piano
8.12,0.441,0.101,0.991,piano
8.14,0.388,0.048,0.917,piano
8.16,0.439,0.024,0.875,piano
8.18,0.419,-0.008,0.883,piano
8.2,0.348,-0.044,0.884,piano
8.22,0.368,-0.094,0.854,piano
8.24,0.359,-0.139,0.773,piano
8.26,0.325,-0.177,0.743,piano
8.28,0.349,-0.201,0.781,piano
8.3,0.295,-0.203,0.766,piano
8.32,0.282,-0.219,0.661,piano
8.34,0.322,-0.23,0.6,piano
8.36,0.269,-0.228,0.568,piano
8.38,0.201,-0.233,0.498,piano
8.4,0.145,-0.222,0.341,piano
8.42,0.135,-0.215,0.12,piano
8.44,0.153,-0.181,-0.096,piano
8.46,0.098,-0.138,-0.261,piano
8.48,0.167,-0.046,-0.383,piano
8.5,0.167,0.046,-0.391,piano
8.52,0.934,0.971,0.594,piano
8.54,0.498,1.398,2,piano
8.56,-0.49,-0.002,1.926,piano
8.58,-0.153,-0.299,0.655,piano
8.6,0.629,-0.024,0.1,piano
8.62,0.303,0.207,0.725,piano
8.64,0.195,0.133,1.149,piano
8.66,0.235,0.078,1.224,piano
8.68,0.159,0.064,1.12,piano
8.7,0.137,0.114,0.947,piano
8.72,0.34,0.161,0.859,piano
8.74,0.519,0.203,0.842,piano
8.76,0.492,0.195,0.865,piano
8.78,0.355,0.154,0.928,piano
8.8,0.265,0.134,0.945,piano
8.82,0.247,0.127,0.964,piano
8.84,0.242,0.106,0.98,piano
8.86,0.252,0.096,1.003,piano
8.88,0.27,0.094,1.03,piano
8.9,0.272,0.092,1.066,piano
8.92,0.262,0.109,1.164,piano
8.94,0.252,0.147,1.305,piano
8.96,0.205,0.156,1.343,piano
8.98,0.252,0.183,1.343,piano
9,0.385,0.218,1.279,piano
9.02,0.475,0.195,1.144,piano
9.04,0.623,0.174,1.149,piano
9.06,0.506,0.112,1.174,piano
9.08,0.411,0.045,1.18,piano
9.1,0.441,0.016,1.104,piano
9.12,0.403,-0.033,0.983,piano
9.14,0.372,-0.09,0.898,piano
9.16,0.362,-0.112,0.836,piano
9.18,0.332,-0.142,0.742,piano
9.2,0.325,-0.18,0.674,piano
9.22,0.301,-0.221,0.593,piano
9.24,0.284,-0.248,0.531,piano
9.26,0.253,-0.282,0.488,piano
9.28,0.222,-0.318,0.43,piano
9.3,0.186,-0.341,0.371,piano
9.32,0.178,-0.347,0.338,piano
9.34,0.174,-0.352,0.317,piano
9.36,0.13,-0.365,0.242,piano
9.38,0.133,-0.332,0.208,piano
9.4,0.125,-0.28,0.178,piano
9.42,0.07,-0.255,0.127,piano
9.44,-0.016,-0.194,0.079,piano
9.46,-0.002,-0.095,0.059,piano
9.48,0.044,0.034,0.091,piano
9.5,0.004,0.206,0.035,piano
9.52,0.71,0.773,0.264,piano
9.54,1.25,1.739,2,piano
9.56,0.428,0.156,2,piano
9.58,-0.905,-0.462,0.954,piano
9.6,0.382,-0.237,-0.068,piano
9.62,0.293,0.172,0.321,piano
9.64,0.414,0.236,0.751,piano
9.66,0.444,0.173,1.088,piano
9.68,0.26,0.084,1.199,piano
9.7,0.095,0.067,1.105,piano
9.72,0.166,0.129,0.94,piano
9.74,0.366,0.152,0.84,piano
9.76,0.468,0.17,0.849,piano
9.78,0.451,0.14,0.926,piano
9.8,0.421,0.115,0.986,piano
9.82,0.349,0.106,0.959,piano
9.84,0.267,0.112,0.916,piano
9.86,0.25,0.136,0.932,piano
9.88,0.269,0.125,0.986,piano
9.9,0.29,0.081,1.015,piano
9.92,0.294,0.064,1.031,piano
9.94,0.308,0.089,1.096,piano
9.96,0.332,0.107,1.179,piano
9.98,0.286,0.11,1.223,piano
10,0.239,0.083,1.227,piano
10.02,0.352,0.122,1.251,piano
10.04,0.459,0.139,1.183,piano
10.06,0.588,0.135,1.16,piano
