time,x-acceleration,y-acceleration,z-acceleration,output
9.08,1.137,0.204,0.753,guitar
9.1,1.053,0.155,0.72,guitar
9.12,1.153,0.053,0.534,guitar
9.14,1.229,0.013,0.301,guitar
9.16,1.095,-0.027,0.094,guitar
9.18,1.002,-0.078,-0.051,guitar
9.2,0.911,-0.125,-0.147,guitar
9.22,0.781,-0.156,-0.245,guitar
9.24,0.68,-0.19,-0.258,guitar
9.26,0.597,-0.217,-0.327,guitar
9.28,0.605,-0.184,-0.419,guitar
9.3,0.563,-0.17,-0.481,guitar
9.32,0.407,-0.168,-0.518,guitar
9.34,0.319,-0.151,-0.507,guitar
9.36,0.277,-0.126,-0.488,guitar
9.38,0.283,-0.076,-0.508,guitar
9.4,0.374,-0.013,-0.521,guitar
9.42,0.599,0.042,-0.456,guitar
9.44,0.942,-0.006,-0.304,guitar
9.46,1.204,-0.057,-0.354,guitar
9.48,1.603,-0.132,-0.774,guitar
9.5,1.991,-0.258,-1.131,guitar
9.52,1.705,-0.323,-1.122,guitar
9.54,1.284,0.098,-0.236,guitar
9.56,0.411,0.002,0.43,guitar
9.58,-0.935,0.395,0.842,guitar
9.6,-0.244,0.347,1.17,guitar
9.62,1.065,0.262,1.035,guitar
9.64,1.378,-0.052,0.77,guitar
9.66,1.316,-0.153,0.632,guitar
9.68,1.005,-0.011,0.473,guitar
9.7,0.875,0.04,0.367,guitar
9.72,0.953,0.05,0.385,guitar
9.74,0.888,0.043,0.417,guitar
9.76,0.788,0.063,0.429,guitar
9.78,0.759,0.096,0.439,guitar
9.8,0.779,0.113,0.462,guitar
9.82,0.794,0.109,0.482,guitar
9.84,0.803,0.112,0.481,guitar
9.86,0.808,0.112,0.466,guitar
9.88,0.812,0.095,0.453,guitar
9.9,0.815,0.08,0.444,guitar
9.92,0.818,0.069,0.43,guitar
9.94,0.853,0.059,0.439,guitar
9.96,0.896,0.043,0.472,guitar
9.98,0.881,0.024,0.512,guitar
10,0.884,0.019,0.593,guitar
10.02,0.928,0.057,0.694,guitar
10.04,0.961,0.115,0.772,guitar
10.06,0.934,0.18,0.759,guitar
10.08,0.943,0.215,0.73,guitar
10.1,0.833,0.139,0.618,guitar
10.12,0.802,0.113,0.494,guitar
10.14,1.115,0.031,0.426,guitar
10.16,1.286,-0.113,0.238,guitar
10.18,1.323,-0.153,0.038,guitar
10.2,1.332,-0.151,-0.097,guitar
10.22,1.122,-0.132,-0.127,guitar
10.24,0.902,-0.144,-0.142,guitar
10.26,0.757,-0.142,-0.172,guitar
10.28,0.569,-0.131,-0.238,guitar
10.3,0.5,-0.153,-0.293,guitar
10.32,0.493,-0.154,-0.31,guitar
10.34,0.468,-0.144,-0.345,guitar
10.36,0.392,-0.139,-0.363,guitar
10.38,0.318,-0.122,-0.376,guitar
10.4,0.368,-0.078,-0.399,guitar
10.42,0.434,-0.017,-0.42,guitar
10.44,0.584,0.01,-0.385,guitar
10.46,0.913,-0.004,-0.291,guitar
10.48,1.279,-0.048,-0.236,guitar
10.5,1.512,-0.132,-0.425,guitar
10.52,1.882,-0.308,-0.788,guitar
10.54,1.027,-0.169,-0.836,guitar
10.56,1.289,0.377,0.492,guitar
10.58,0.461,0.231,0.535,guitar
10.6,0.24,0.485,0.589,guitar
10.62,1.664,0.185,0.758,guitar
10.64,1.423,0.037,0.526,guitar
10.66,1.075,0.058,0.289,guitar
10.68,1.066,0.057,0.179,guitar
10.7,1.042,0.097,0.134,guitar
10.72,1.012,0.118,0.168,guitar
10.74,0.943,0.141,0.223,guitar
10.76,0.854,0.136,0.229,guitar
10.78,0.786,0.153,0.235,guitar
10.8,0.794,0.162,0.258,guitar
10.82,0.846,0.17,0.283,guitar
10.84,0.909,0.183,0.297,guitar
10.86,0.938,0.179,0.281,guitar
10.88,0.953,0.16,0.256,guitar
10.9,0.991,0.151,0.255,guitar
10.92,0.997,0.131,0.245,guitar
10.94,0.962,0.115,0.243,guitar
10.96,0.921,0.098,0.256,guitar
10.98,0.909,0.078,0.284,guitar
11,0.939,0.063,0.332,guitar
11.02,1.02,0.059,0.409,guitar
11.04,1.123,0.081,0.481,guitar
11.06,1.143,0.127,0.518,guitar
11.08,1.154,0.186,0.568,guitar
11.1,1.212,0.211,0.648,guitar
11.12,1.194,0.162,0.624,guitar
11.14,1.237,0.069,0.413,guitar
11.16,1.239,0.032,0.2,guitar
11.18,1.156,-0.047,0.055,guitar
11.2,1.039,-0.135,-0.061,guitar
11.22,0.907,-0.174,-0.203,guitar
11.24,0.804,-0.188,-0.287,guitar
11.26,0.61,-0.215,-0.331,guitar
11.28,0.495,-0.239,-0.345,guitar
11.3,0.423,-0.245,-0.343,guitar
11.32,0.324,-0.227,-0.378,guitar
11.34,0.313,-0.199,-0.398,guitar
11.36,0.295,-0.171,-0.35,guitar
11.38,0.251,-0.141,-0.294,guitar
11.4,0.325,-0.086,-0.299,guitar
11.42,0.401,-0.009,-0.34,guitar
11.44,0.459,0.045,-0.368,guitar
11.46,0.624,0.024,-0.387,guitar
11.48,0.983,0.006,-0.469,guitar
11.5,1.625,-0.039,-0.686,guitar
11.52,2,-0.184,-1.003,guitar
11.54,2,-0.426,-1.272,guitar
11.56,1.418,-0.272,-0.701,guitar
11.58,-0.446,-0.028,0.494,guitar
11.6,-1.102,0.607,0.947,guitar
11.62,0.914,0.325,0.89,guitar
11.64,1.494,0.07,0.457,guitar
11.66,1.572,-0.132,0.302,guitar
11.68,1.49,-0.121,0.388,guitar
11.7,1.071,-0.002,0.33,guitar
11.72,0.918,0.052,0.248,guitar
11.74,0.886,0.072,0.246,guitar
11.76,0.827,0.094,0.281,guitar
11.78,0.802,0.096,0.335,guitar
11.8,0.762,0.113,0.371,guitar
11.82,0.745,0.134,0.401,guitar
11.84,0.782,0.134,0.432,guitar
11.86,0.842,0.138,0.439,guitar
11.88,0.899,0.128,0.42,guitar
11.9,0.92,0.1,0.387,guitar
11.92,0.932,0.092,0.359,guitar
11.94,0.911,0.071,0.34,guitar
11.96,0.877,0.056,0.335,guitar
11.98,0.856,0.047,0.342,guitar
12,0.84,0.037,0.345,guitar
12.02,0.845,0.027,0.357,guitar
12.04,0.974,0.026,0.417,guitar
12.06,1.131,0.024,0.478,guitar
12.08,1.192,0.035,0.506,guitar
12.1,1.152,0.073,0.525,guitar
12.12,1.162,0.117,0.543,guitar
12.14,1.157,0.148,0.53,guitar
